index,weighted_TFIDF_scores
312,0.284064156
313,0.30995881
314,0.106935405
315,0.162419013
316,0.112829187
317,0.246458243
318,0.268591621
319,0.198251031
320,0.211195958
321,0.27569284
322,0.643977141
323,0.125707867
324,0.159288264
325,0.198197337
326,0.139456335
327,0.19813906
328,0.19957178
329,0.241703312
330,0.213781617
331,0.176443418
332,0.204270854
333,0.199427148
334,0.167801119
335,0.252044745
336,0.21612004
337,0.176418453
338,0.10558231
339,0.208300037
340,0.267354499
341,0
342,0.265508457
343,0.159288264
344,0.259597447
345,0.15231481
346,0.214995183
347,0.224445753
348,0.219195461
349,0.588144726
350,0.508834579
351,0.154068695
352,0.181900431
353,0.316437043
354,0.254840251
355,0.259715799
356,0.353292007
357,0.195751842
358,0.184629578
359,0.111283581
360,0.311073704
361,0.256432035
362,0.191145916
363,0.37708882
364,0.259778059
365,0.324948058
366,0.133737593
367,0.171190398
368,0.123086385
369,0.201399842
370,0.343896668
371,0.238437051
372,0.119466198
373,0.124025976
374,0.414915754
375,0.200074504
376,0.150438916
377,0
378,0.135395024
379,0.269158344
380,0.300877831
381,0.164635851
382,0.119218525
383,0.375411527
384,0.211888946
385,0.366954564
386,0.159288264
387,0.150454792
388,0.43403997
389,0.232469107
390,0.261527746
391,0.251066636
392,0.199259235
393,0.152106395
394,0.10029261
395,0.136692526
396,0.123831202
397,0.207493088
398,0.122160924
399,0.162474029
400,0.224740531
401,0.187423773
402,0.346298808
403,0.156144617
404,0.158958034
405,0.192069948
406,0.121685116
407,0.140063818
408,0.162474029
409,0.22883666
411,0.716797186
412,0.290132194
413,0.154312608
414,0.19813906
415,0.433339756
416,0.280068917
417,0.182555089
418,0.24249855
419,0.143385535
420,0.326339592
421,0.44035549
422,0.180526699
423,0.413313959
424,0.109042972
425,0.356472666
426,0.25386567
427,0.284586158
428,0.361053397
429,0.121249275
430,0.35865599
431,0.261779751
432,0.611778284
433,0.464324783
434,0.833212628
435,0.121249275
436,0.518951228
437,0.238251986
438,0
439,0.145066097
440,0.259778059
441,0.232162392
442,0.171354715
443,0.128947642
444,0.25605783
445,0.124980022
446,0.653494139
447,0.478423841
448,0.342646729
449,0.35320441
450,0.176474505
451,0.285042156
452,0.280127636
453,0.116052878
454,0.222567163
455,0.288664861
456,0.416600074
457,0.539004132
458,0.185387359
460,0.331579651
461,0.190048159
462,0.30620134
463,0.219559498
464,0.091793237
465,0.644140628
466,0.145228819
467,0.649289499
468,0.141335103
469,0.416600074
470,0.435050002
471,0.33848756
473,0.2406607
474,0.231794842
475,0.541580096
476,0.189724105
477,0.205166765
478,0.316746931
479,0.136532797
480,0.694406734
481,0.334784095
482,0.193421463
483,0.287564653
484,0.271451412
485,0.171304289
486,0.3995263
487,0.121249275
488,0.35320441
489,0.117628945
490,0.439118997
491,0.127850214
492,0.186751757
493,0.182555089
494,0.169907532
495,0.281862108
496,0.102712463
497,0.129979223
498,0.115229808
499,0.396278119
500,0.300877831
501,0.568128311
502,0.444349799
503,0.214232661
504,0.395219695
505,0.102184924
506,0.205166765
507,0.238375064
508,0.270790048
509,0.127932306
510,0.211005232
511,0.492345542
513,0.216632038
514,0.208966735
515,0.151844887
516,0.116887791
517,0.339876824
518,0.435119456
519,0.11441833
520,0.09906953
521,0.324948058
522,1.038822215
523,0.366513065
524,0.530136044
525,0.118052636
526,0.171323364
527,0.639137785
528,0.245128798
529,0.14952832
530,0.149017262
531,0.207566261
532,0.128345094
533,0.108316019
534,0.154457689
535,0.288078973
536,0.133175433
537,0.18974403
538,0.166789963
539,0.129979223
540,0.113016763
541,0.27537971
542,0.315077532
543,0.404002355
544,0.980241209
545,0.475120397
546,0.280441252
547,0.132038478
548,0
549,0.142018144
550,0.134276057
551,0.163784738
552,0.246172771
553,0.632874087
554,0.105502616
555,0.164863644
556,0.220554272
557,0.331760409
558,0.172844712
559,0.336668629
560,0.284126245
561,0.738518313
562,0.08130578
563,0.205663328
564,0.302523939
565,0.211396581
566,0.298034524
567,0.18180106
568,0.436984488
569,0.193239803
570,0.179707133
571,0.441780036
572,0.784981525
573,0.286580557
574,0.315077532
575,0.411139505
576,0.258057359
577,0.178224347
578,0.245014128
579,0.414915754
580,0.471882715
581,0.157603348
582,0.52410977
583,0.396278119
584,0.214196381
585,0.295407325
586,0.135932319
587,0.143290278
588,0.519431599
589,0.125137176
590,0.345689423
591,1.148071934
592,0.259307807
594,0.235469607
595,0.145440848
596,0.151680566
597,0.56142067
598,0.160462942
599,0.439118997
600,0.252501472
601,0.238932395
602,0.166789963
603,0.541580096
604,0.273554168
605,0.171025294
606,0.19813906
607,0
608,0.38622091
609,0.186751757
610,0.443417219
611,0.140063818
612,0.165789825
613,0
614,0.280127636
615,0.519431599
616,1.524902599
617,0.152774
618,0.480925078
619,0.350825531
620,0.392490763
621,0
622,0.238355175
623,0.345473216
624,0.386842926
625,0.324973047
626,0.239002458
627,0.306554771
628,0.209300357
629,0.422575685
630,0.316746931
631,0.189334301
632,0.194591889
633,0.202860394
634,0.464324783
635,0.16804135
636,0.855126468
637,0.246172771
638,0.35320441
639,0.216429833
640,0.36706697
641,0.390496777
642,0.156225028
643,0.216632038
644,0.257895284
645,0.130792129
646,0.373495544
647,0.155642889
648,0.111283581
649,0.197836373
650,0.312450055
651,0.203092536
652,1.16507269
653,0.118824222
654,0.175287137
655,0.146372999
656,0.238932395
657,0.624003729
658,0.368460716
659,0.147231975
660,0.194135216
661,0.121685116
662,0.293020924
663,0.193405383
664,0.224445753
665,0.547400933
666,0.200585221
667,0.747085865
668,0.361053397
669,0.174696453
670,0
671,0.395219695
672,0.839695338
673,0.300989927
674,0.111283581
675,0.315077532
676,0.174988823
677,0.413184226
678,0
679,0.45241902
680,0
681,0.306554771
682,0.12594886
683,0.375411527
684,0.139456335
685,0.108316019
686,0
687,0
688,0.415273061
689,0.139995682
690,0
691,0.220655825
692,0.195751842
693,0.577878943
694,0.328793192
695,0.127857549
696,0.295232573
697,0.529017586
698,0.245060302
699,0.895662917
700,0.280441252
701,0.116052878
702,0.121200706
703,0.162506827
704,0.149506281
705,0.098469108
706,0.148111444
708,0.166252852
709,0
710,0.577878943
711,0.276376886
712,0.192892875
713,0.206395376
714,0.190641432
715,0.21226417
716,0.230127924
717,0.214935418
718,0.494693896
719,0
720,0.112829187
721,0.266350867
722,0.265990558
723,0.249049211
724,0
725,0.121593658
726,0.123266965
727,0.25386567
728,0
729,0.149678835
730,0.175337515
731,0.265508457
732,0.547108336
733,0.207523852
734,0.151152356
735,0.254335716
736,0.174968542
737,0.132701503
738,0.371022571
739,0.164968018
740,0.153736608
741,0.138377507
742,0.706296486
743,0
744,0.248885673
745,0.110970703
746,0.574351553
747,0.353628639
748,0.11052655
750,0.59593766
751,0.140034458
752,0.157373014
753,0
754,0.156360133
755,0.292089112
756,0
757,0
758,0
759,0
760,0.125380041
761,0.116887791
762,0.157553722
763,0.220272897
764,0.211005232
765,0.109042972
766,0.193893866
767,0.093639533
768,0.162728255
770,0.464211511
771,0.164115181
772,0.319811022
773,0.187279066
774,0.087351628
775,0.100768641
776,0
777,0.102831664
778,0
779,0
780,0
781,0
782,0.475482573
783,0.559992764
784,0.678779108
786,0.45713695
787,0.132754229
788,0.794583547
789,0.210506433
790,0.205551055
791,0.529722364
792,0.239211921
794,0.157495142
795,0
796,0.683506198
797,0
798,0.16924378
799,0.147703663
800,0.145066097
801,0.121249275
802,0.176602205
803,0.248511856
804,0.249474702
805,0.235469607
806,0.501515974
807,0.283990681
808,0.725010833
809,0.27569284
810,0.193559277
811,0.156290173
812,0.544857289
814,0
815,0.48897449
816,0
818,0.306009747
819,0.191145916
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0.156345543
839,0.133669256
840,0.25092112
841,0.141154734
842,0.14827178
843,0.735180907
844,1.470361814
845,0.191145916
847,0.501515974
848,0.25092112
849,0.115462426
850,0.167162019
851,0.529722364
852,0.189116301
853,0.165630375
854,0.487961489
855,0.955729581
856,0.366157486
857,0.220266613
858,0.116052878
859,0
860,0.265274887
861,0.116887791
862,0.116052878
863,1.138875062
864,0.417293522
866,0.16437892
867,0.177749671
868,0.273290119
869,0.358413271
870,0.225658373
871,0.692205458
872,0
873,0.290132194
874,0.32588216
875,0
876,0.184214192
877,0.146372999
878,0.210530505
879,0.184024895
880,0.139846969
881,0.174808711
882,0.135672433
883,0.128028915
884,0.159474614
885,0.143150441
886,0.145440848
887,0.149017262
888,0.165273691
889,0.159318182
890,0.212454113
891,0.295588331
892,0.295588331
893,0.146613758
894,0.142032078
895,0.173378063
896,0.142032078
897,0.135672433
898,0
899,0.138779435
900,0.128936922
901,0.18180106
902,0.18180106
903,0.14780574
904,0.12594886
905,0.142032078
906,0.137728075
907,0.109779749
908,0.174808711
909,0.140451555
910,0.15249026
911,0.160885893
912,0.146613758
913,0.160885893
914,0.160885893
915,0.156725051
916,0.272435067
917,0.184214192
918,0.123086385
919,0.127133608
920,0.145935886
921,0.23597576
923,0.121200706
924,0.127133608
925,0.194712619
926,0.146826788
927,0.154229819
928,0.29935767
929,0
930,0.190641432
931,0.192967021
932,0.318576527
933,0.200582245
934,0.142521078
935,0.331260751
936,0.162127154
937,0.178225674
938,0.218178326
939,0.25386567
940,0.232105755
941,0.191145916
942,0.196996147
943,0.416600074
944,0.67697512
945,0.430349799
946,0.24249855
947,0.134667452
948,0.281521264
949,0.406185072
950,0.232105755
951,0.147231975
952,0.158218522
953,0.116993896
954,0.204270854
955,0.175287137
956,0.257653071
957,0.188923289
958,0.17947424
959,0.181716322
960,0.150437283
961,0.163373535
962,0.189724105
963,0.490120605
964,0.758714718
965,0.241491428
966,0.270651129
967,0.123387005
968,0.288495086
969,0.160403107
971,0.540606771
973,0.137421537
974,0.119956526
975,0.145066097
976,0.081645241
977,0.278081038
978,0.172844712
979,0.091310192
980,0.170776602
981,0.292219876
982,0.096138479
983,0.087404356
984,0.324644749
985,0.443417219
986,0.477864791
987,0.192967021
988,0.34450928
989,0.121249275
990,0.131027443
991,0.129468571
992,0.419873839
993,0.095014052
994,0.083320015
995,0.118447237
996,0.126937711
997,0.248511856
998,0.428866634
999,0
1000,0.389425237
1001,0.176443418
1002,0.160865375
1003,0.160865375
1004,0.643980216
1005,0.203926095
1006,0.249833403
1007,0.145066097
1008,0.427563234
1009,0.432859666
1010,0.127144895
1011,0.125137176
1012,0.106291215
1013,0.087823799
1014,0.178542889
1015,0.146109938
1016,0.125380041
1017,0.134689632
1018,0.102184924
1019,0.211888946
1020,0.068844927
1021,0.149058742
1022,0.096702691
1023,0.167672411
1024,0.082302011
1025,0.140034458
1026,0.206217399
1027,0.133669256
1029,0.164703754
1030,0.171354715
1031,0.193405383
1032,0.10569829
1033,0.217525001
1034,0.199534494
1035,0.151844887
1036,0.245677108
1037,0.228436444
1038,0.087351628
1039,0.164115181
1040,0.113511935
1041,0.580264389
1042,0.258159936
1043,0.31685811
1044,0.212582431
1045,0.195988748
1046,0.337468693
1047,0.099685547
1048,0.225501389
1049,0.361053397
1050,0.183795227
1051,1.779053032
1052,1.214622753
1053,0.210051688
1054,0.156725051
1055,0.098469108
1056,0.133966048
1057,0.154774928
1058,0.113618202
1059,0.569172315
1060,0.224445753
1061,0.143782326
1062,0.183533485
1063,0.128961251
1064,0.115229808
1065,0.145066097
1066,0.142032078
1067,0.169907532
1068,0.098571742
1069,0.178758169
1070,0.157603348
1071,0
1072,0.090410584
1073,0.184629578
1074,0.181942233
1075,0.117237501
1076,0.257922501
1077,0.231884666
1078,0.098270843
1079,0.246172771
1080,0.154229819
1081,0.106291215
1082,0.222895989
1083,0.089764657
1084,0.122838554
1085,0.267354499
1086,0.224280436
1087,0.211005232
1088,0.207284921
1089,0
1090,0
1091,0.149144359
1092,0
1093,0.101546268
1095,0.147703663
1096,0.285042156
1097,0.453583
1098,0.142521078
1099,0.124025976
1100,0.20665698
1101,0.109042972
1102,0.273930575
1103,0.213230128
1104,0.232561038
1105,0.104821954
1106,0.118594182
1107,0.119187532
1108,0.126932835
1109,0.178758169
1110,0.232320867
1111,0.192967021
1112,0.248669127
1113,0.156725051
1114,0.119187532
1115,0.123831202
1116,0.240796105
1117,0.192967021
1118,0.324644749
1119,0.223821323
1120,0.122820239
1121,0.149648326
1122,0.189724105
1123,0.129889029
1124,0.377846579
1125,0.275456151
1126,0.332895767
1127,0.106316409
1128,0.203806767
1129,0.151680566
1130,0.27537971
1131,0.135117952
1132,0
1133,0.129808412
1134,0.141281764
1135,0.149211364
1136,0.174793795
1137,0
1138,0.218612802
1139,0.155642889
1141,0.258352177
1142,0.095901025
1143,0.106192176
1144,0.493423931
1145,0.047927442
1146,0.382361427
1147,0.204270854
1148,0.106192176
1149,0.16924378
1150,0.174703257
1151,0.090410584
1152,0.165789825
1153,0
1154,0.262054885
1155,0.118780099
1156,0.312718533
1157,0.178758169
1158,0.243825501
1159,0.119997312
1160,0.177005638
1161,0.216429833
1162,0
1163,0.282359208
1164,0.192470533
1165,0.118418401
1166,0.144625752
1167,0.246172771
1168,0.166848623
1169,0.16459912
1170,0.217347296
1171,0.218382677
1172,0.2138836
1173,0.302934882
1175,0.105502616
1176,0.095572958
1177,0.124009112
1178,0.100291522
1179,0.119956526
1180,0.228538925
1181,0.143782326
1182,0.145981094
1183,0.13344284
1184,0.101546268
1185,0.263479797
1186,0.137194281
1187,0.112840267
1188,0.266734126
1189,0.208300037
1190,0.291202824
1191,0.128345094
1192,0.093356306
1193,0.17556559
1194,0
1195,0.128947642
1196,0.278526907
1197,0.176602205
1198,0.174703257
1199,0.134951092
1200,0.140063818
1201,0.139577809
1202,0.310140733
1203,0.222567163
1204,0.146372999
1205,0.090767614
1206,0.145066097
1207,0.203092536
1208,0.422230266
1209,0.131674192
1210,0.186751757
1211,0.11648113
1212,0.126937711
1213,0.124852711
1214,0.213055764
1215,0.10569829
1216,0.119956526
1217,0.255081429
1218,0.104821954
1219,0.227113153
1220,0.1367363
1221,0.318576527
1222,0.406185072
1223,0.208300037
1224,0.306009747
1225,0.160865375
1226,0.134781551
1227,0.192510288
1228,0.095572958
1230,0.175060289
1231,0.198251031
1232,0.100915546
1233,0
1234,0.129737807
1235,0.285084824
1236,0.183365434
1237,0.117734803
1238,0.143290278
1239,0.248018223
1240,0.278575771
1241,0.158916709
1242,0.235379261
1243,0.234475001
1244,0.151844887
1245,0.135395024
1246,0.167498999
1247,0.14952832
1248,0.122160924
1249,0.29796883
1250,0.182369445
1251,0.148980705
1252,0.179934789
1253,0.490608769
1254,0.148010875
1255,0.115229808
1256,0.142293079
1257,0.256093264
1258,0.223821323
1259,0.211941264
1260,0.099677318
1261,0.149211364
1262,0.262054885
1263,0.119956526
1264,0.344332845
1265,0.294710823
1266,0.164766914
1268,0
1269,0.15473717
1270,0.126291425
1271,0.145440848
1272,0.288939472
1273,0.112829187
1274,0.145066097
1275,0.124980022
1276,0.230127924
1277,0.12367419
1278,0.120351132
1279,0.367988422
1280,0.140101897
1281,0.290132194
1282,0.137821184
1283,0.178542889
1284,0.10891569
1285,0.152106395
1286,0.171025294
1287,0.196245381
1288,0.178542889
1289,0.158373466
1290,0.235469607
1291,0.158916709
1292,0.129979223
1293,0.13784642
1294,0.297399653
1295,0.151943205
1296,0.241703312
1297,0.111673049
1298,0.219037421
1299,0.285042156
1300,0.221708609
1301,0.105087318
1302,0.225682189
1303,0.143782326
1304,0.288323611
1305,0.317833419
1306,0.345156622
1307,0.135395024
1308,0.111232415
1309,0.162322375
1310,0.149017262
1311,0.128961251
1312,0.246172771
1313,0.389183778
1314,0.140063818
1315,0.111673049
1316,0.119956526
1317,0.101546268
1318,0.305889142
1319,0.134667452
1320,0.19548501
1321,0.096138479
1322,0.138866691
1323,0.092864957
1324,0.24249855
1325,0
1326,0
1327,0.108316019
1328,0.125707867
1329,0.102184924
1330,0.159288264
1331,0.165789825
1332,0.305118947
1333,0.118594182
1334,0.286560024
1336,0.185145681
1337,0.148980705
1338,0.174703257
1339,0.156996305
1340,0.226129005
1341,0.093915624
1342,0.254907618
1343,0.149058742
1344,0.09865888
1345,0.143385535
1346,0.127932306
1347,0.155216303
1348,0.280878802
1349,0.160647286
1350,0.135395024
1351,0.106316409
1352,0.300315041
1353,0.158218522
1354,0.361091502
1355,0.158958034
1356,0.148745412
1357,0.129979223
1358,0.130165592
1359,0.245910777
1360,0.124025976
1361,0.116052878
1362,0.156144617
1363,0.29790716
1364,0.105502616
1365,0.145066097
1366,0.11052655
1367,0.173144797
1368,0.268964913
1369,0.165789825
1370,0.130792129
1371,0.172983743
1372,0
1373,0.200736896
1374,0.254266735
1375,0.192069948
1376,0.170267903
1377,0.169938412
1378,0.134951092
1379,0.197609847
1380,0.324948058
1381,0
1382,0.150437283
1383,0.183477282
1384,0.142274019
1385,0.137733138
1386,0.11688795
1387,0.161201563
1388,0.147337648
1389,0.212406766
1390,0.194712619
1391,0.235469607
1392,0.15473717
1393,0.14827178
1394,0.097592298
1395,0.288573111
1396,0.165789825
1397,0.272747122
1398,0
1399,0.100915546
1400,0.149058742
1401,0.120351132
1402,0.13595073
1403,0.145066097
1404,0.104150018
1405,0.216632038
1406,0.160865375
1407,0.12594886
1408,0.140063818
1409,0.210958029
1410,0.162474029
1411,0.141281764
1412,0.147036181
1413,0.141281764
1414,0.23529934
1415,0.129737807
1416,0.108316019
1417,0.284586158
1418,0.193421463
1419,0.162859682
1420,0.122820239
1421,0.121462275
1422,0.118418401
1423,0.184102249
1424,0.13595073
1425,0.113834463
1426,0.104150018
1427,0.078870888
1428,0.213584885
1429,0.166694116
1430,0.200004343
1431,0.184230358
1432,0.197518944
1433,0.173601683
1434,0.234432124
1435,0.244711313
1436,0.596704476
1437,0.195248388
1438,0.049686247
1440,0.154068695
1441,0.377846579
1442,0.191757034
1443,0.113834463
1444,0.324948058
1445,0.48969896
1446,0.149058742
1447,0.467577722
1448,0.235786427
1449,0.330665147
1450,0.195034932
1451,0.334370478
1452,0.131710818
1453,0.164132501
1454,0.159288264
1455,0.231468911
1456,0.127133608
1457,0.156202267
1458,0.178236333
1459,0.160011572
1460,0.216429833
1461,0.176345122
1462,0.109042972
1463,0.113618202
1464,0.091277544
1465,0.129979223
1466,0.174696453
1467,0.189955976
1468,0.136214322
1469,0.419987257
1470,0.110088872
1471,0.270790048
1472,0.29935767
1473,0.215197389
1474,0.151564632
1475,0.121685116
1476,0.207580491
1477,0.251286298
1478,0.182555089
1479,0.182555089
1480,0.284111586
1481,0.160994285
1482,0.264861182
1483,0.104150018
1484,0.239211921
1485,0.125409032
1486,0.125378994
1487,0.107960874
1488,0.128936922
1489,0.132092706
1490,0.108316019
1491,0.161874695
1492,0.131674192
1493,0.144047569
1494,0.147703663
1495,0.129820266
1496,0.321752419
1497,0.118780099
1498,0.185387359
1499,0.12662293
1500,0.200503884
1501,0.465122076
1502,0.086491871
1503,0.153277386
1504,0.108316019
1505,0.21426972
1506,0.106935405
1507,0.363745512
1508,0.223346098
1509,0.32674707
1510,0.156225028
1511,0.127453809
1512,0.146318768
1513,0.255018584
1514,0.113550787
1515,0.191145916
1516,0.173144797
1517,0.222381629
1518,0.110970703
1520,0.145440848
1521,0.128947642
1522,0.131095347
1523,0.127932306
1524,0.113834463
1525,0.129979223
1526,0.324644749
1527,0.299691035
1528,0.123086385
1529,0.186701031
1530,0.14780574
1531,0.091277544
1532,0.136532797
1533,0.091897613
1534,0.059011176
1535,0.185511285
1536,0.183637434
1537,0.32674707
1538,0.11960596
1539,0.21725829
1541,0.165579113
1542,0.173566149
1543,0.153261053
1544,0.232219808
1545,0.227113153
1546,0.146692347
1547,0.122820239
1548,0.146785163
1549,0.101404263
1550,0.169907532
1551,0.19813906
1552,0
1553,0.122160924
1554,0.145572558
1556,0.172401965
1557,0.126932835
1559,0.142341638
1560,0.136777843
1561,0.109779749
1562,0.092314789
1563,0.124025976
1564,0.130792129
1565,0.110764264
1566,0.171025294
1567,0.170447051
1568,0.101990415
1569,0.192501018
1570,0.105654741
1571,0.116160434
1572,0.124009112
1573,0.140063818
1574,0.124731916
1575,0.191145916
1576,0.089823757
1577,0.133966048
1578,0.172401965
1579,0.119566722
1580,0.127932306
1581,0.107598695
1582,0.122160924
1583,0.129979223
1584,0.146785163
1585,0.23525789
1586,0.269902184
1587,0.140101897
1588,0.120363834
1589,0.096710731
1590,0.19813906
1591,0.458321999
1592,0.107598695
1593,0.136965287
1594,0.157741776
1595,0.172357446
1596,0.17818785
1597,0.122530151
1598,0.395219695
1599,0.152106395
1600,0
1601,0.133737593
1603,0.102831664
1604,0.225658373
1605,0.284389787
1606,0.247322946
1607,0.205663328
1608,0.070031909
1609,0.378752208
1610,0.113511935
1611,0.141051368
1612,0.4054868
1613,0.291322992
1614,0.174808711
1615,0.155536852
1616,0.171948334
1617,0.186960835
1618,0.151844887
1619,0.148984415
1620,0.135672433
1621,0.106316409
1622,0.10029261
1623,0.447642647
1624,0.19813906
1625,0.20603986
1626,0.216704604
1627,0.104150018
1628,0.139846969
1629,0.187423773
1630,0.196048242
1631,0.027830192
1632,0.67697512
1633,0.189376104
1634,0.24249855
1635,0.542902824
1636,0.216704604
1637,0.306676861
1638,0.134735635
1639,0.162322375
1640,0.158661773
1641,0.190114866
1642,0.526947359
1643,0.204305264
1644,0.150438916
1645,0.178758169
1646,0.126932835
1647,0.219037421
1648,0.361091502
1649,0.19548501
1650,0
1651,0
1652,0.428539441
1653,0.098469108
1654,0.23512683
1655,0
1656,0.124980022
1657,0.181716322
1658,0.163030283
1659,0.11648113
1660,0
1661,0.157741776
1662,0.121249275
1663,0.134276057
1664,0.109779749
1665,0.119466198
1666,0.102184924
1667,0.319095134
1668,0.147703663
1669,0.114269463
1670,0.181716322
1671,0.149017262
1672,0.167498999
1673,0.091310192
1674,0.131027443
1675,0.120745714
1676,0.133175433
1677,0.140063818
1678,0.291202824
1679,0.103790246
1680,0.205766448
1681,0.12594886
1682,0.223346098
1683,0.156311517
1684,0.131739898
1685,0.09906953
1686,0.131739898
1687,0.104150018
1688,0.203926095
1689,0.121249275
1690,0.17087655
1691,0.201714458
1692,0
1693,0.149058742
1694,0.229147296
1695,0.125702289
1696,0.219559498
1697,0.187279066
1698,0.127453809
1699,0.156144617
1700,0.208300037
1701,0.096417168
1702,0.376136981
1703,0.268222879
1704,0.146826788
1705,0.183533485
1706,0.174703257
1707,0.136692526
1708,0.209553011
1709,0.142162009
1710,0.176602205
1711,0.073186499
1712,0.210958029
1713,0.146372999
1714,0.416600074
1715,0.298193783
1716,0.308137389
1717,0.223821323
1718,0.114340289
1719,0.10496846
1720,0.213781617
1721,0.254267216
1722,0.163373535
1723,0.079255624
1724,0.124025976
1725,0.132754229
1726,0.205165626
1727,0.205663328
1728,0.149245143
1729,0.189957675
1730,0.18806849
1731,0.173439224
1732,0.084183435
1733,0.18806849
1734,0.185387359
